well_id,field,DEPTH,PZ,PS,GK,NGK
Well_45,Berezovskoe,1566.3,,,,
Well_45,Berezovskoe,1566.4,,,,
Well_45,Berezovskoe,1566.5,,,,
Well_45,Berezovskoe,1566.6,,,,
Well_45,Berezovskoe,1566.7,,,,
Well_45,Berezovskoe,1566.8,,,,
Well_45,Berezovskoe,1566.9,,,,
Well_45,Berezovskoe,1567.0,,,,
Well_45,Berezovskoe,1567.1,,,,
Well_45,Berezovskoe,1567.2,,,,
Well_45,Berezovskoe,1567.3,,,,
Well_45,Berezovskoe,1567.4,,,,
Well_45,Berezovskoe,1567.5,,,,
Well_45,Berezovskoe,1567.6,,,,
Well_45,Berezovskoe,1567.7,,,,
Well_45,Berezovskoe,1567.8,,,,
Well_45,Berezovskoe,1567.9,,,,
Well_45,Berezovskoe,1568.0,,,,
Well_45,Berezovskoe,1568.1,,,,
Well_45,Berezovskoe,1568.2,,,,
Well_45,Berezovskoe,1568.3,,,,
Well_45,Berezovskoe,1568.4,,,,
Well_45,Berezovskoe,1568.5,,,,
Well_45,Berezovskoe,1568.6,,,,
Well_45,Berezovskoe,1568.7,,,,
Well_45,Berezovskoe,1568.8,,,,
Well_45,Berezovskoe,1568.9,,,,
Well_45,Berezovskoe,1569.0,,,,
Well_45,Berezovskoe,1569.1,,,,
Well_45,Berezovskoe,1569.2,,,,
Well_45,Berezovskoe,1569.3,,,,
Well_45,Berezovskoe,1569.4,,,,
Well_45,Berezovskoe,1569.5,,,,
Well_45,Berezovskoe,1569.6,,,,
Well_45,Berezovskoe,1569.7,,,,
Well_45,Berezovskoe,1569.8,,,,
Well_45,Berezovskoe,1569.9,,,,
Well_45,Berezovskoe,1570.0,,,,
Well_45,Berezovskoe,1570.1,,,,
Well_45,Berezovskoe,1570.2,,,,
Well_45,Berezovskoe,1570.3,,,,
Well_45,Berezovskoe,1570.4,,,,
Well_45,Berezovskoe,1570.5,,,,
Well_45,Berezovskoe,1570.6,,,,
Well_45,Berezovskoe,1570.7,,,,
Well_45,Berezovskoe,1570.8,,,,
Well_45,Berezovskoe,1570.9,,,,
Well_45,Berezovskoe,1571.0,,,,
Well_45,Berezovskoe,1571.1,,,,
Well_45,Berezovskoe,1571.2,,,,
Well_45,Berezovskoe,1571.3,,,,
Well_45,Berezovskoe,1571.4,,,,
Well_45,Berezovskoe,1571.5,,,,
Well_45,Berezovskoe,1571.6,,,,
Well_45,Berezovskoe,1571.7,,,,
Well_45,Berezovskoe,1571.8,,,,
Well_45,Berezovskoe,1571.9,,,,
Well_45,Berezovskoe,1572.0,,,,
Well_45,Berezovskoe,1572.1,,,,
Well_45,Berezovskoe,1572.2,,,,
Well_45,Berezovskoe,1572.3,,,,
Well_45,Berezovskoe,1572.4,,,,
Well_45,Berezovskoe,1572.5,,,,
Well_45,Berezovskoe,1572.6,,,,
Well_45,Berezovskoe,1572.7,,,,
Well_45,Berezovskoe,1572.8,,,,
Well_45,Berezovskoe,1572.9,,,,
Well_45,Berezovskoe,1573.0,,,,
Well_45,Berezovskoe,1573.1,,,,
Well_45,Berezovskoe,1573.2,,,,
Well_45,Berezovskoe,1573.3,,,,
Well_45,Berezovskoe,1573.4,,,,
Well_45,Berezovskoe,1573.5,,,,
Well_45,Berezovskoe,1573.6,,,,
Well_45,Berezovskoe,1573.7,,,,
Well_45,Berezovskoe,1573.8,,,,
Well_45,Berezovskoe,1573.9,,,,
Well_45,Berezovskoe,1574.0,,,,
Well_45,Berezovskoe,1574.1,,,,
Well_45,Berezovskoe,1574.2,,,,
Well_45,Berezovskoe,1574.3,,,,
Well_45,Berezovskoe,1574.4,,,,
Well_45,Berezovskoe,1574.5,,,,
Well_45,Berezovskoe,1574.6,,,,
Well_45,Berezovskoe,1574.7,,,,
Well_45,Berezovskoe,1574.8,,,,
Well_45,Berezovskoe,1574.9,,,,
Well_45,Berezovskoe,1575.0,,,,
Well_45,Berezovskoe,1575.1,,,,
Well_45,Berezovskoe,1575.2,,,,
Well_45,Berezovskoe,1575.3,,,,
Well_45,Berezovskoe,1575.4,,,,
Well_45,Berezovskoe,1575.5,,,,
Well_45,Berezovskoe,1575.6,,,,
Well_45,Berezovskoe,1575.7,,,,
Well_45,Berezovskoe,1575.8,,,,
Well_45,Berezovskoe,1575.9,,,,
Well_45,Berezovskoe,1576.0,,,,
Well_45,Berezovskoe,1576.1,,,,
Well_45,Berezovskoe,1576.2,,,,
Well_45,Berezovskoe,1576.3,,,,
Well_45,Berezovskoe,1576.4,,,,
Well_45,Berezovskoe,1576.5,,,,
Well_45,Berezovskoe,1576.6,,,,
Well_45,Berezovskoe,1576.7,,,,
Well_45,Berezovskoe,1576.8,,,,
Well_45,Berezovskoe,1576.9,,,,
Well_45,Berezovskoe,1577.0,,,,
Well_45,Berezovskoe,1577.1,,,,
Well_45,Berezovskoe,1577.2,,,,
Well_45,Berezovskoe,1577.3,,,,
Well_45,Berezovskoe,1577.4,,,,
Well_45,Berezovskoe,1577.5,,,,
Well_45,Berezovskoe,1577.6,,,,
Well_45,Berezovskoe,1577.7,,,,
Well_45,Berezovskoe,1577.8,,,,
Well_45,Berezovskoe,1577.9,,,,
Well_45,Berezovskoe,1578.0,,,,
Well_45,Berezovskoe,1578.1,,,,
Well_45,Berezovskoe,1578.2,,,,
Well_45,Berezovskoe,1578.3,,,,
Well_45,Berezovskoe,1578.4,,,,
Well_45,Berezovskoe,1578.5,,,,
Well_45,Berezovskoe,1578.6,,,,
Well_45,Berezovskoe,1578.7,,,,
Well_45,Berezovskoe,1578.8,,,,
Well_45,Berezovskoe,1578.9,,,,
Well_45,Berezovskoe,1579.0,,,,
Well_45,Berezovskoe,1579.1,,,,
Well_45,Berezovskoe,1579.2,,,,
Well_45,Berezovskoe,1579.3,,,,
Well_45,Berezovskoe,1579.4,,,,
Well_45,Berezovskoe,1579.5,,,,
Well_45,Berezovskoe,1579.6,,,,
Well_45,Berezovskoe,1579.7,,,,
Well_45,Berezovskoe,1579.8,,,,
Well_45,Berezovskoe,1579.9,,,,
Well_45,Berezovskoe,1580.0,,,,
Well_45,Berezovskoe,1580.1,,,,
Well_45,Berezovskoe,1580.2,,,,
Well_45,Berezovskoe,1580.3,,,,
Well_45,Berezovskoe,1580.4,,,,
Well_45,Berezovskoe,1580.5,,,,
Well_45,Berezovskoe,1580.6,,,,
Well_45,Berezovskoe,1580.7,,,,
Well_45,Berezovskoe,1580.8,,,,
Well_45,Berezovskoe,1580.9,,,,
Well_45,Berezovskoe,1581.0,,,,
Well_45,Berezovskoe,1581.1,,,,
Well_45,Berezovskoe,1581.2,,,,
Well_45,Berezovskoe,1581.3,,,,
Well_45,Berezovskoe,1581.4,,,,
Well_45,Berezovskoe,1581.5,,,,
Well_45,Berezovskoe,1581.6,,,,
Well_45,Berezovskoe,1581.7,,,,
Well_45,Berezovskoe,1581.8,,,,
Well_45,Berezovskoe,1581.9,,,,
Well_45,Berezovskoe,1582.0,,,,
Well_45,Berezovskoe,1582.1,,,,
Well_45,Berezovskoe,1582.2,,,,
Well_45,Berezovskoe,1582.3,,,,
Well_45,Berezovskoe,1582.4,,,,
Well_45,Berezovskoe,1582.5,,,,
Well_45,Berezovskoe,1582.6,,,,
Well_45,Berezovskoe,1582.7,,,,
Well_45,Berezovskoe,1582.8,,,,
Well_45,Berezovskoe,1582.9,,,,
Well_45,Berezovskoe,1583.0,,,,
Well_45,Berezovskoe,1583.1,,,,
Well_45,Berezovskoe,1583.2,,,,
Well_45,Berezovskoe,1583.3,,,,
Well_45,Berezovskoe,1583.4,,,,
Well_45,Berezovskoe,1583.5,,,,
Well_45,Berezovskoe,1583.6,,,,
Well_45,Berezovskoe,1583.7,,,,
Well_45,Berezovskoe,1583.8,,,,
Well_45,Berezovskoe,1583.9,,,,
Well_45,Berezovskoe,1584.0,,,,
Well_45,Berezovskoe,1584.1,,,,
Well_45,Berezovskoe,1584.2,,,,
Well_45,Berezovskoe,1584.3,,,,
Well_45,Berezovskoe,1584.4,,,,
Well_45,Berezovskoe,1584.5,,,,
Well_45,Berezovskoe,1584.6,,,,
Well_45,Berezovskoe,1584.7,,,,
Well_45,Berezovskoe,1584.8,,,,
Well_45,Berezovskoe,1584.9,,,,
Well_45,Berezovskoe,1585.0,,,,
Well_45,Berezovskoe,1585.1,,,,
Well_45,Berezovskoe,1585.2,,,,
Well_45,Berezovskoe,1585.3,,,,
Well_45,Berezovskoe,1585.4,,,,
Well_45,Berezovskoe,1585.5,,,,
Well_45,Berezovskoe,1585.6,,,,
Well_45,Berezovskoe,1585.7,,,,
Well_45,Berezovskoe,1585.8,,,,
Well_45,Berezovskoe,1585.9,,,,
Well_45,Berezovskoe,1586.0,,,,
Well_45,Berezovskoe,1586.1,,,,
Well_45,Berezovskoe,1586.2,,,,
Well_45,Berezovskoe,1586.3,,,,
Well_45,Berezovskoe,1586.4,,,,
Well_45,Berezovskoe,1586.5,,,,
Well_45,Berezovskoe,1586.6,,,,
Well_45,Berezovskoe,1586.7,,,,
Well_45,Berezovskoe,1586.8,,,,
Well_45,Berezovskoe,1586.9,,,,
Well_45,Berezovskoe,1587.0,,,,
Well_45,Berezovskoe,1587.1,,,,
Well_45,Berezovskoe,1587.2,,,,
Well_45,Berezovskoe,1587.3,,,,
Well_45,Berezovskoe,1587.4,,,,
Well_45,Berezovskoe,1587.5,,,,
Well_45,Berezovskoe,1587.6,,,,
Well_45,Berezovskoe,1587.7,,,,
Well_45,Berezovskoe,1587.8,,,,
Well_45,Berezovskoe,1587.9,,,,
Well_45,Berezovskoe,1588.0,,,,
Well_45,Berezovskoe,1588.1,,,,
Well_45,Berezovskoe,1588.2,,,,
Well_45,Berezovskoe,1588.3,,,,
Well_45,Berezovskoe,1588.4,,,,
Well_45,Berezovskoe,1588.5,,,,
Well_45,Berezovskoe,1588.6,,,,
Well_45,Berezovskoe,1588.7,,,,
Well_45,Berezovskoe,1588.8,,,,
Well_45,Berezovskoe,1588.9,,,,
Well_45,Berezovskoe,1589.0,,,,
Well_45,Berezovskoe,1589.1,,,,
Well_45,Berezovskoe,1589.2,,,,
Well_45,Berezovskoe,1589.3,,,,
Well_45,Berezovskoe,1589.4,,,,
Well_45,Berezovskoe,1589.5,,,,
Well_45,Berezovskoe,1589.6,,,,
Well_45,Berezovskoe,1589.7,,,,
Well_45,Berezovskoe,1589.8,,,,
Well_45,Berezovskoe,1589.9,,,,
Well_45,Berezovskoe,1590.0,,,,
Well_45,Berezovskoe,1590.1,,,,
Well_45,Berezovskoe,1590.2,,,,
Well_45,Berezovskoe,1590.3,,,,
Well_45,Berezovskoe,1590.4,,,,
Well_45,Berezovskoe,1590.5,,,,
Well_45,Berezovskoe,1590.6,,,,
Well_45,Berezovskoe,1590.7,,,,
Well_45,Berezovskoe,1590.8,,,,
Well_45,Berezovskoe,1590.9,,,,
Well_45,Berezovskoe,1591.0,,,,
Well_45,Berezovskoe,1591.1,,,,
Well_45,Berezovskoe,1591.2,,,,
Well_45,Berezovskoe,1591.3,,,,
Well_45,Berezovskoe,1591.4,,,,
Well_45,Berezovskoe,1591.5,,,,
Well_45,Berezovskoe,1591.6,,,,
Well_45,Berezovskoe,1591.7,,,,
Well_45,Berezovskoe,1591.8,,,,
Well_45,Berezovskoe,1591.9,,,,
Well_45,Berezovskoe,1592.0,,,,
Well_45,Berezovskoe,1592.1,,,,
Well_45,Berezovskoe,1592.2,,,,
Well_45,Berezovskoe,1592.3,,,,
Well_45,Berezovskoe,1592.4,,,,
Well_45,Berezovskoe,1592.5,,,,
Well_45,Berezovskoe,1592.6,,,,
Well_45,Berezovskoe,1592.7,,,,
Well_45,Berezovskoe,1592.8,,,,
Well_45,Berezovskoe,1592.9,,,,
Well_45,Berezovskoe,1593.0,,,,
Well_45,Berezovskoe,1593.1,,,,
Well_45,Berezovskoe,1593.2,,,,
Well_45,Berezovskoe,1593.3,,,,
Well_45,Berezovskoe,1593.4,,,,
Well_45,Berezovskoe,1593.5,,,,
Well_45,Berezovskoe,1593.6,,,,
Well_45,Berezovskoe,1593.7,,,,
Well_45,Berezovskoe,1593.8,,,,
Well_45,Berezovskoe,1593.9,,,,
Well_45,Berezovskoe,1594.0,,,,
Well_45,Berezovskoe,1594.1,,,,
Well_45,Berezovskoe,1594.2,,,,
Well_45,Berezovskoe,1594.3,,,,
Well_45,Berezovskoe,1594.4,,,,
Well_45,Berezovskoe,1594.5,,,,
Well_45,Berezovskoe,1594.6,,,,
Well_45,Berezovskoe,1594.7,,,,
Well_45,Berezovskoe,1594.8,,,,
Well_45,Berezovskoe,1594.9,,,,
Well_45,Berezovskoe,1595.0,,,,
Well_45,Berezovskoe,1595.1,,,,
Well_45,Berezovskoe,1595.2,,,,
Well_45,Berezovskoe,1595.3,,,,
Well_45,Berezovskoe,1595.4,,,,
Well_45,Berezovskoe,1595.5,,,,
Well_45,Berezovskoe,1595.6,,,,
Well_45,Berezovskoe,1595.7,,,,
Well_45,Berezovskoe,1595.8,,,,
Well_45,Berezovskoe,1595.9,,,,
Well_45,Berezovskoe,1596.0,,,,
Well_45,Berezovskoe,1596.1,,,,
Well_45,Berezovskoe,1596.2,,,,
Well_45,Berezovskoe,1596.3,,,,
Well_45,Berezovskoe,1596.4,,,,
Well_45,Berezovskoe,1596.5,,,,
Well_45,Berezovskoe,1596.6,,,,
Well_45,Berezovskoe,1596.7,,,,
Well_45,Berezovskoe,1596.8,,,,
Well_45,Berezovskoe,1596.9,,,,
Well_45,Berezovskoe,1597.0,,,,
Well_45,Berezovskoe,1597.1,,,,
Well_45,Berezovskoe,1597.2,,,,
Well_45,Berezovskoe,1597.3,,,,
Well_45,Berezovskoe,1597.4,,,,
Well_45,Berezovskoe,1597.5,,,,
Well_45,Berezovskoe,1597.6,,,,
Well_45,Berezovskoe,1597.7,,,,
Well_45,Berezovskoe,1597.8,,,,
Well_45,Berezovskoe,1597.9,,,,
Well_45,Berezovskoe,1598.0,,,,
Well_45,Berezovskoe,1598.1,,,,
Well_45,Berezovskoe,1598.2,,,,
Well_45,Berezovskoe,1598.3,,,,
Well_45,Berezovskoe,1598.4,,,,
Well_45,Berezovskoe,1598.5,,,,
Well_45,Berezovskoe,1598.6,,,,
Well_45,Berezovskoe,1598.7,,,,
Well_45,Berezovskoe,1598.8,,,,
Well_45,Berezovskoe,1598.9,,,,
Well_45,Berezovskoe,1599.0,,,,
Well_45,Berezovskoe,1599.1,,,,
Well_45,Berezovskoe,1599.2,,,,
Well_45,Berezovskoe,1599.3,,,,
Well_45,Berezovskoe,1599.4,,,,
Well_45,Berezovskoe,1599.5,,,,
Well_45,Berezovskoe,1599.6,,,,
Well_45,Berezovskoe,1599.7,,,,
Well_45,Berezovskoe,1599.8,,,,
Well_45,Berezovskoe,1599.9,,,,
Well_45,Berezovskoe,1600.0,,,,
Well_45,Berezovskoe,1600.1,,,,
Well_45,Berezovskoe,1600.2,,,,
Well_45,Berezovskoe,1600.3,,,,
Well_45,Berezovskoe,1600.4,,,,
Well_45,Berezovskoe,1600.5,,,,
Well_45,Berezovskoe,1600.6,,,,
Well_45,Berezovskoe,1600.7,,,,
Well_45,Berezovskoe,1600.8,,,,
Well_45,Berezovskoe,1600.9,,,,
Well_45,Berezovskoe,1601.0,,,,
Well_45,Berezovskoe,1601.1,,,,
Well_45,Berezovskoe,1601.2,,,,
Well_45,Berezovskoe,1601.3,,,,
Well_45,Berezovskoe,1601.4,,,,
Well_45,Berezovskoe,1601.5,,,,
Well_45,Berezovskoe,1601.6,,,,
Well_45,Berezovskoe,1601.7,,,,
Well_45,Berezovskoe,1601.8,,,,
Well_45,Berezovskoe,1601.9,,,,
Well_45,Berezovskoe,1602.0,,,,
Well_45,Berezovskoe,1602.1,,,,
Well_45,Berezovskoe,1602.2,,,,
Well_45,Berezovskoe,1602.3,,,,
Well_45,Berezovskoe,1602.4,,,,
Well_45,Berezovskoe,1602.5,,,,
Well_45,Berezovskoe,1602.6,,,,
Well_45,Berezovskoe,1602.7,,,,
Well_45,Berezovskoe,1602.8,,,,
Well_45,Berezovskoe,1602.9,,,,
Well_45,Berezovskoe,1603.0,,,,
Well_45,Berezovskoe,1603.1,,,,
Well_45,Berezovskoe,1603.2,,,,
Well_45,Berezovskoe,1603.3,,,,
Well_45,Berezovskoe,1603.4,,,,
Well_45,Berezovskoe,1603.5,,,,
Well_45,Berezovskoe,1603.6,,,,
Well_45,Berezovskoe,1603.7,,,,
Well_45,Berezovskoe,1603.8,,,,
Well_45,Berezovskoe,1603.9,,,,
Well_45,Berezovskoe,1604.0,,,,
Well_45,Berezovskoe,1604.1,,,,
Well_45,Berezovskoe,1604.2,,,,
Well_45,Berezovskoe,1604.3,,,,
Well_45,Berezovskoe,1604.4,,,,
Well_45,Berezovskoe,1604.5,,,,
Well_45,Berezovskoe,1604.6,,,,
Well_45,Berezovskoe,1604.7,,,,
Well_45,Berezovskoe,1604.8,,,,
Well_45,Berezovskoe,1604.9,,,,
Well_45,Berezovskoe,1605.0,,,,
Well_45,Berezovskoe,1605.1,,,,
Well_45,Berezovskoe,1605.2,,,,
Well_45,Berezovskoe,1605.3,,,,
Well_45,Berezovskoe,1605.4,,,,
Well_45,Berezovskoe,1605.5,,,,
Well_45,Berezovskoe,1605.6,,,,
Well_45,Berezovskoe,1605.7,,,,
Well_45,Berezovskoe,1605.8,,,,
Well_45,Berezovskoe,1605.9,,,,
Well_45,Berezovskoe,1606.0,,,,
Well_45,Berezovskoe,1606.1,,,,
Well_45,Berezovskoe,1606.2,,,,
Well_45,Berezovskoe,1606.3,,,,
Well_45,Berezovskoe,1606.4,,,,
Well_45,Berezovskoe,1606.5,,,,
Well_45,Berezovskoe,1606.6,,,,
Well_45,Berezovskoe,1606.7,,,,
Well_45,Berezovskoe,1606.8,,,,
Well_45,Berezovskoe,1606.9,,,,
Well_45,Berezovskoe,1607.0,,,,
Well_45,Berezovskoe,1607.1,,,,
Well_45,Berezovskoe,1607.2,,,,
Well_45,Berezovskoe,1607.3,,,,
Well_45,Berezovskoe,1607.4,,,,
Well_45,Berezovskoe,1607.5,,,,
Well_45,Berezovskoe,1607.6,,,,
Well_45,Berezovskoe,1607.7,,,,
Well_45,Berezovskoe,1607.8,,,,
Well_45,Berezovskoe,1607.9,,,,
Well_45,Berezovskoe,1608.0,,,,
Well_45,Berezovskoe,1608.1,,,,
Well_45,Berezovskoe,1608.2,,,,
Well_45,Berezovskoe,1608.3,,,,
Well_45,Berezovskoe,1608.4,,,,
Well_45,Berezovskoe,1608.5,,,,
Well_45,Berezovskoe,1608.6,,,,
Well_45,Berezovskoe,1608.7,,,,
Well_45,Berezovskoe,1608.8,,,,
Well_45,Berezovskoe,1608.9,,,,
Well_45,Berezovskoe,1609.0,,,,
Well_45,Berezovskoe,1609.1,,,,
Well_45,Berezovskoe,1609.2,,,,
Well_45,Berezovskoe,1609.3,,,,
Well_45,Berezovskoe,1609.4,,,,
Well_45,Berezovskoe,1609.5,,,,
Well_45,Berezovskoe,1609.6,,,,
Well_45,Berezovskoe,1609.7,,,,
Well_45,Berezovskoe,1609.8,,,,
Well_45,Berezovskoe,1609.9,,,,
Well_45,Berezovskoe,1610.0,,,,
Well_45,Berezovskoe,1610.1,,,,
Well_45,Berezovskoe,1610.2,,,,
Well_45,Berezovskoe,1610.3,,,,
Well_45,Berezovskoe,1610.4,,,,
Well_45,Berezovskoe,1610.5,,,,
Well_45,Berezovskoe,1610.6,,,,
Well_45,Berezovskoe,1610.7,,,,
Well_45,Berezovskoe,1610.8,,,,
Well_45,Berezovskoe,1610.9,,,,
Well_45,Berezovskoe,1611.0,,,,
Well_45,Berezovskoe,1611.1,,,,
Well_45,Berezovskoe,1611.2,,,,
Well_45,Berezovskoe,1611.3,,,,
Well_45,Berezovskoe,1611.4,,,,
Well_45,Berezovskoe,1611.5,,,,
Well_45,Berezovskoe,1611.6,,,,
Well_45,Berezovskoe,1611.7,,,,
Well_45,Berezovskoe,1611.8,,,,
Well_45,Berezovskoe,1611.9,,,,
Well_45,Berezovskoe,1612.0,,,,
Well_45,Berezovskoe,1612.1,,,,
Well_45,Berezovskoe,1612.2,,,,
Well_45,Berezovskoe,1612.3,,,,
Well_45,Berezovskoe,1612.4,,,,
Well_45,Berezovskoe,1612.5,,,,
Well_45,Berezovskoe,1612.6,,,,
Well_45,Berezovskoe,1612.7,,,,
Well_45,Berezovskoe,1612.8,,,,
Well_45,Berezovskoe,1612.9,,,,
Well_45,Berezovskoe,1613.0,,,,
Well_45,Berezovskoe,1613.1,,,,
Well_45,Berezovskoe,1613.2,,,,
Well_45,Berezovskoe,1613.3,,,,
Well_45,Berezovskoe,1613.4,,,,
Well_45,Berezovskoe,1613.5,,,,
Well_45,Berezovskoe,1613.6,,,,
Well_45,Berezovskoe,1613.7,,,,
Well_45,Berezovskoe,1613.8,,,,
Well_45,Berezovskoe,1613.9,,,,
Well_45,Berezovskoe,1614.0,,,,
Well_45,Berezovskoe,1614.1,,,,
Well_45,Berezovskoe,1614.2,,,,
Well_45,Berezovskoe,1614.3,,,,
Well_45,Berezovskoe,1614.4,,,,
Well_45,Berezovskoe,1614.5,,,,
Well_45,Berezovskoe,1614.6,,,,
Well_45,Berezovskoe,1614.7,,,,
Well_45,Berezovskoe,1614.8,,,,
Well_45,Berezovskoe,1614.9,,,,
Well_45,Berezovskoe,1615.0,,,,
Well_45,Berezovskoe,1615.1,,,,
Well_45,Berezovskoe,1615.2,,,,
Well_45,Berezovskoe,1615.3,,,,
Well_45,Berezovskoe,1615.4,,,,
Well_45,Berezovskoe,1615.5,,,,
Well_45,Berezovskoe,1615.6,,,,
Well_45,Berezovskoe,1615.7,,,,
Well_45,Berezovskoe,1615.8,,,,
Well_45,Berezovskoe,1615.9,,,,
Well_45,Berezovskoe,1616.0,,,,
Well_45,Berezovskoe,1616.1,,,,
Well_45,Berezovskoe,1616.2,,,,
Well_45,Berezovskoe,1616.3,,,,
Well_45,Berezovskoe,1616.4,,,,
Well_45,Berezovskoe,1616.5,,,,
Well_45,Berezovskoe,1616.6,,,,
Well_45,Berezovskoe,1616.7,,,,
Well_45,Berezovskoe,1616.8,,,,
Well_45,Berezovskoe,1616.9,,,,
Well_45,Berezovskoe,1617.0,,,,
Well_45,Berezovskoe,1617.1,,,,
Well_45,Berezovskoe,1617.2,,,,
Well_45,Berezovskoe,1617.3,,,,
Well_45,Berezovskoe,1617.4,,,,
Well_45,Berezovskoe,1617.5,,,,
Well_45,Berezovskoe,1617.6,,,,
Well_45,Berezovskoe,1617.7,,,,
Well_45,Berezovskoe,1617.8,,,,
Well_45,Berezovskoe,1617.9,,,,
Well_45,Berezovskoe,1618.0,,,,
Well_45,Berezovskoe,1618.1,,,,
Well_45,Berezovskoe,1618.2,,,,
Well_45,Berezovskoe,1618.3,,,,
Well_45,Berezovskoe,1618.4,,,,
Well_45,Berezovskoe,1618.5,,,,
Well_45,Berezovskoe,1618.6,,,,
Well_45,Berezovskoe,1618.7,,,,
Well_45,Berezovskoe,1618.8,,,,
Well_45,Berezovskoe,1618.9,,,,
Well_45,Berezovskoe,1619.0,,,,
Well_45,Berezovskoe,1619.1,,,,
Well_45,Berezovskoe,1619.2,,,,
Well_45,Berezovskoe,1619.3,,,,
Well_45,Berezovskoe,1619.4,,,,
Well_45,Berezovskoe,1619.5,,,,
Well_45,Berezovskoe,1619.6,,,,
Well_45,Berezovskoe,1619.7,,,,
Well_45,Berezovskoe,1619.8,,,,
Well_45,Berezovskoe,1619.9,,,,
Well_45,Berezovskoe,1620.0,,,,
Well_45,Berezovskoe,1620.1,,,,
Well_45,Berezovskoe,1620.2,,,,
Well_45,Berezovskoe,1620.3,,,,
Well_45,Berezovskoe,1620.4,,,,
Well_45,Berezovskoe,1620.5,,,,
Well_45,Berezovskoe,1620.6,,,,
Well_45,Berezovskoe,1620.7,,,,
Well_45,Berezovskoe,1620.8,,,,
Well_45,Berezovskoe,1620.9,,,,
Well_45,Berezovskoe,1621.0,,,,
Well_45,Berezovskoe,1621.1,,,,
Well_45,Berezovskoe,1621.2,,,,
Well_45,Berezovskoe,1621.3,,,,
Well_45,Berezovskoe,1621.4,,,,
Well_45,Berezovskoe,1621.5,,,,
Well_45,Berezovskoe,1621.6,,,,
Well_45,Berezovskoe,1621.7,,,,
Well_45,Berezovskoe,1621.8,,,,
Well_45,Berezovskoe,1621.9,,,,
Well_45,Berezovskoe,1622.0,,,,
Well_45,Berezovskoe,1622.1,,,,
Well_45,Berezovskoe,1622.2,,,,
Well_45,Berezovskoe,1622.3,,,,
Well_45,Berezovskoe,1622.4,,,,
Well_45,Berezovskoe,1622.5,,,,
Well_45,Berezovskoe,1622.6,,,,
Well_45,Berezovskoe,1622.7,,,,
Well_45,Berezovskoe,1622.8,,,,
Well_45,Berezovskoe,1622.9,,,,
Well_45,Berezovskoe,1623.0,,,,
Well_45,Berezovskoe,1623.1,,,,
Well_45,Berezovskoe,1623.2,,,,
Well_45,Berezovskoe,1623.3,,,,
Well_45,Berezovskoe,1623.4,,,,
Well_45,Berezovskoe,1623.5,,,,
Well_45,Berezovskoe,1623.6,,,,
Well_45,Berezovskoe,1623.7,,,,
Well_45,Berezovskoe,1623.8,,,,
Well_45,Berezovskoe,1623.9,,,,
Well_45,Berezovskoe,1624.0,,,,
Well_45,Berezovskoe,1624.1,,,8.474,
Well_45,Berezovskoe,1624.2,,,8.291,
Well_45,Berezovskoe,1624.3,,,8.139,
Well_45,Berezovskoe,1624.4,,,8.017,
Well_45,Berezovskoe,1624.5,,,7.925,
Well_45,Berezovskoe,1624.6,,,7.895,
Well_45,Berezovskoe,1624.7,,,8.078,
Well_45,Berezovskoe,1624.8,,,8.23,
Well_45,Berezovskoe,1624.9,,,8.139,
Well_45,Berezovskoe,1625.0,,,7.956,
Well_45,Berezovskoe,1625.1,,,7.804,
Well_45,Berezovskoe,1625.2,,,7.956,
Well_45,Berezovskoe,1625.3,,,7.986,
Well_45,Berezovskoe,1625.4,,,7.59,
Well_45,Berezovskoe,1625.5,,,7.468,
Well_45,Berezovskoe,1625.6,,,7.743,
Well_45,Berezovskoe,1625.7,,,7.499,
Well_45,Berezovskoe,1625.8,,,7.346,158.01
Well_45,Berezovskoe,1625.9,,,7.468,158.29
Well_45,Berezovskoe,1626.0,,,7.621,158.49
Well_45,Berezovskoe,1626.1,,,7.743,158.87
Well_45,Berezovskoe,1626.2,,,7.895,158.68
Well_45,Berezovskoe,1626.3,,,8.017,158.29
Well_45,Berezovskoe,1626.4,,,8.139,158.1
Well_45,Berezovskoe,1626.5,,,7.925,158.78
Well_45,Berezovskoe,1626.6,,,7.743,159.45
Well_45,Berezovskoe,1626.7,,,7.621,160.32
Well_45,Berezovskoe,1626.8,,,7.621,161.38
Well_45,Berezovskoe,1626.9,,,7.865,162.45
Well_45,Berezovskoe,1627.0,,,7.925,163.6
Well_45,Berezovskoe,1627.1,,,7.59,164.76
Well_45,Berezovskoe,1627.2,,,7.407,165.82
Well_45,Berezovskoe,1627.3,,,7.377,167.18
Well_45,Berezovskoe,1627.4,,,7.56,167.27
Well_45,Berezovskoe,1627.5,,,7.682,166.5
Well_45,Berezovskoe,1627.6,,,7.743,165.92
Well_45,Berezovskoe,1627.7,,,7.56,165.54
Well_45,Berezovskoe,1627.8,,,7.438,165.15
Well_45,Berezovskoe,1627.9,,,7.316,164.67
Well_45,Berezovskoe,1628.0,,,7.255,164.28
Well_45,Berezovskoe,1628.1,,,7.163,163.89
Well_45,Berezovskoe,1628.2,,,7.224,163.41
Well_45,Berezovskoe,1628.3,,,7.316,162.83
Well_45,Berezovskoe,1628.4,,,7.377,162.35
Well_45,Berezovskoe,1628.5,,,7.499,161.77
Well_45,Berezovskoe,1628.6,,,7.407,161.19
